Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,id,agegroup,weekday_name,month_name,hour
70.92,31.0,27262.51,217.37,User-friendly bandwidth-monitored attitude,Jamiefort,0,Czech Republic,2016-05-06 21:07:31,1,186,31-40,Friday,May,21
80.3,37.0,67132.46,177.55,Vision-oriented attitude-oriented Internet solution,Garciatown,0,Burundi,2016-07-13 21:31:14,0,187,31-40,Wednesday,July,21
52.68,32.0,55424.24,178.92,Front-line fresh-thinking open system,Phelpschester,1,French Southern Territories,2016-01-18 02:51:13,0,188,31-40,Monday,January,2
69.77,35.0,66541.05,226.54,Optional multi-state hardware,Port Cassie,1,Hong Kong,2016-06-29 13:35:05,0,189,31-40,Wednesday,June,13
80.47,33.0,52736.33,113.12,Adaptive contextually-based methodology,South George,1,Vanuatu,2016-03-24 06:36:52,0,190,31-40,Thursday,March,6
72.55,31.0,66348.95,124.44,Exclusive disintermediate task-force,New Michael,0,Mexico,2016-06-29 13:35:05,0,191,31-40,Wednesday,June,13
51.87,49.0,39031.89,195.69,Managed client-server access,New Thomas,1,Afghanistan,2016-04-05 18:02:49,1,192,41-50,Tuesday,April,18
81.98,22.0,63430.33,136.21,Customizable modular Internet solution,West Ericaport,0,United States of America,2016-01-29 07:14:04,0,193,21-30,Friday,January,7
40.17,26.0,63430.33,140.46,Progressive clear-thinking open architecture,West Aprilport,0,United Arab Emirates,2016-03-08 18:00:43,0,194,21-30,Tuesday,March,18
65.65,41.0,39799.73,156.48,De-engineered attitude-oriented projection,Johnstad,0,Qatar,2016-01-05 20:58:42,0,195,41-50,Tuesday,January,20
56.16,33.0,43974.49,196.77,Expanded modular application,Youngfort,0,Hungary,2016-02-27 20:20:25,1,196,31-40,Saturday,February,20
47.74,40.0,73882.91,221.98,Synergized coherent interface,South Cynthiashire,1,Honduras,2016-06-20 08:22:09,0,197,31-40,Monday,June,8
78.79,36.0,73882.91,214.33,Front-line bandwidth-monitored capacity,Hatfieldshire,1,Senegal,2016-06-20 08:22:09,0,198,31-40,Monday,June,8
56.39,19.0,58966.22,163.0,Persistent homogeneous framework,South George,1,Sri Lanka,2016-02-03 15:15:42,0,200,<20,Wednesday,February,15
82.07,35.0,50723.67,259.76,Multi-layered fresh-thinking neural-net,East Carlos,0,Angola,2016-04-01 16:21:05,0,201,31-40,Friday,April,16
43.49,37.0,23936.86,109.29,Multi-channeled scalable moratorium,New Brandy,1,Libyan Arab Jamahiriya,2016-06-20 14:20:52,1,202,31-40,Monday,June,14
56.16,26.0,53336.76,131.68,Synergized coherent interface,East Kevinbury,1,Madagascar,2016-01-08 19:38:45,0,203,21-30,Friday,January,19
41.73,28.0,32252.38,217.37,Sharable reciprocal project,Jamiefort,0,Gabon,2016-05-04 12:06:18,0,204,21-30,Wednesday,May,12
59.51,32.0,55424.24,172.83,Cross-platform logistical pricing structure,Reyesfurt,1,Bolivia,2016-05-08 10:25:08,0,205,31-40,Sunday,May,10
78.7,46.0,33951.63,221.98,Front-line system-worthy flexibility,Angelhaven,1,Switzerland,2016-05-15 18:44:50,1,206,41-50,Sunday,May,18
47.74,36.0,50628.31,126.39,Managed zero tolerance concept,East Maureen,1,Turkey,2016-05-31 23:42:26,1,207,31-40,Tuesday,May,23
55.6,35.0,73889.99,225.58,Robust uniform framework,Port Cassie,1,French Southern Territories,2016-01-26 02:47:17,1,208,31-40,Tuesday,January,2
75.15,33.0,46868.53,204.02,Focused coherent success,New Taylorburgh,1,Vanuatu,2016-03-02 04:02:45,0,209,31-40,Wednesday,March,4
82.79,35.0,73889.99,226.54,Polarized modular function,Williamport,1,Moldova,2016-02-11 16:45:41,1,210,31-40,Thursday,February,16
49.21,30.0,58677.69,172.83,Synchronized systemic hierarchy,Kristinfurt,0,Venezuela,2016-05-08 10:25:08,0,211,21-30,Sunday,May,10
56.39,19.0,40468.53,193.29,Configurable tertiary capability,East Brittanyville,0,Estonia,2016-02-28 23:10:32,1,212,<20,Sunday,February,23
79.52,25.0,50671.6,241.03,Reactive demand-driven strategy,Palmerside,0,Micronesia,2016-06-10 00:35:15,1,213,21-30,Friday,June,0
75.71,51.0,41547.62,111.94,Extended context-sensitive monitoring,South Adamhaven,1,Saint Lucia,2016-05-08 10:25:08,0,214,51-60,Sunday,May,10
83.71,44.0,64564.07,187.76,Exclusive even-keeled moratorium,Stewartbury,0,Norway,2016-04-21 19:56:24,1,215,41-50,Thursday,April,19
47.48,27.0,66815.54,120.75,Front-line bandwidth-monitored capacity,Johnstad,0,Ukraine,2016-05-21 01:36:16,0,216,21-30,Saturday,May,1
86.06,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Ghana,2016-03-31 20:55:22,0,217,31-40,Thursday,March,20
33.33,45.0,74903.41,174.88,Secured 24hour policy,Greerport,0,Taiwan,2016-03-05 12:03:41,1,218,41-50,Saturday,March,12
81.98,22.0,52340.1,128.62,Open-source stable paradigm,Phillipsbury,0,Samoa,2016-07-05 22:33:48,0,219,21-30,Tuesday,July,22
68.88,42.0,60514.05,236.87,Innovative interactive portal,Hubbardmouth,0,Czech Republic,2016-04-06 11:24:21,1,220,41-50,Wednesday,April,11
55.6,35.0,42993.48,221.18,Total cohesive moratorium,Karenmouth,1,Mayotte,2016-03-18 13:22:35,1,221,31-40,Friday,March,13
84.98,24.0,52252.91,178.92,Business-focused transitional solution,Lisafort,1,Algeria,2016-03-18 13:22:35,0,222,21-30,Friday,March,13
56.39,60.0,69646.35,218.61,Programmable uniform website,Carterland,0,Belgium,2016-03-16 20:19:01,1,223,51-60,Wednesday,March,20
85.84,38.0,70005.51,197.93,Advanced modular Local Area Network,Sharpberg,0,French Polynesia,2016-05-19 14:30:17,1,224,31-40,Thursday,May,14
88.04,41.0,64828.0,236.87,User-friendly grid-enabled analyzer,Hubbardmouth,0,Cuba,2016-05-19 14:30:17,1,225,41-50,Thursday,May,14
59.22,40.0,57594.7,244.91,Visionary maximized process improvement,South Walter,1,Bolivia,2016-03-18 13:00:12,1,226,31-40,Friday,March,13
43.49,27.0,39193.45,131.29,Configurable tertiary capability,South Jeanneport,1,Zimbabwe,2016-03-23 21:06:51,0,227,21-30,Wednesday,March,21
65.65,30.0,58677.69,219.94,Synchronized systemic hierarchy,Kristinfurt,0,Qatar,2016-01-05 20:58:42,0,228,21-30,Tuesday,January,20
50.63,31.0,61067.58,236.87,Optional multi-state hardware,Austinland,1,Hong Kong,2016-07-04 23:17:47,0,229,31-40,Monday,July,23
40.47,40.0,38067.08,140.46,Multi-layered user-facing paradigm,Port Sherrystad,0,El Salvador,2016-02-17 20:22:49,1,230,31-40,Wednesday,February,20
40.17,25.0,59886.58,165.52,Team-oriented zero-defect initiative,Edwardsport,1,Korea,2016-03-11 06:49:10,0,231,21-30,Friday,March,6
75.42,30.0,57877.15,111.94,Business-focused transitional solution,Reyesfurt,1,Bolivia,2016-05-08 10:25:08,0,232,21-30,Sunday,May,10
76.58,33.0,44174.25,120.75,Focused coherent success,Anthonyfurt,1,Myanmar,2016-06-07 01:29:06,0,233,31-40,Tuesday,June,1
41.73,28.0,71222.4,204.79,Monitored context-sensitive initiative,East Kevinbury,0,Zambia,2016-05-30 18:08:19,0,234,21-30,Monday,May,18
76.81,28.0,71222.4,217.37,Reverse-engineered background Graphic Interface,West Joseph,0,Australia,2016-05-04 12:06:18,1,235,21-30,Wednesday,May,12
75.42,26.0,31265.75,140.83,Sharable reciprocal project,Ericksonmouth,1,Bolivia,2016-05-08 10:25:08,0,236,21-30,Sunday,May,10
88.04,44.0,48335.2,187.76,Up-sized executive moderator,Port Jodi,0,Angola,2016-05-15 13:18:34,0,237,41-50,Sunday,May,13
65.59,47.0,39031.89,195.69,Organic logistical adapter,West Brandonton,1,Netherlands,2016-03-22 06:41:38,1,238,41-50,Tuesday,March,6
88.04,38.0,70582.55,206.98,Face-to-face mission-critical definition,Stewartbury,1,Finland,2016-04-04 22:00:15,0,239,31-40,Monday,April,22
40.47,29.0,56113.37,112.72,Digitized zero-defect implementation,East Brittanyville,0,Brazil,2016-06-03 01:14:41,0,240,21-30,Friday,June,1
73.72,36.0,32549.95,109.07,Grass-roots solution-oriented conglomeration,Youngfort,1,French Polynesia,2016-04-27 04:28:17,1,241,31-40,Wednesday,April,4
80.99,26.0,44248.52,221.98,Visionary asymmetric encryption,North Jessicaville,1,Madagascar,2016-02-28 23:54:44,0,242,21-30,Sunday,February,23
46.61,41.0,55121.65,126.39,Synergistic reciprocal attitude,Hubbardmouth,0,Honduras,2016-05-27 08:53:51,1,243,41-50,Friday,May,8
60.23,22.0,61009.1,198.45,Focused coherent success,Port Douglasborough,1,Eritrea,2016-02-06 17:48:28,0,244,21-30,Saturday,February,17
35.61,37.0,67132.46,258.62,Vision-oriented attitude-oriented Internet solution,South Lisa,0,Netherlands,2016-07-23 04:04:42,1,245,31-40,Saturday,July,4
81.58,41.0,57846.68,126.39,Synergistic reciprocal attitude,West Lisa,1,Turkey,2016-05-31 23:42:26,1,246,41-50,Tuesday,May,23
37.0,30.0,58677.69,219.94,Synchronized systemic hierarchy,Reyesfurt,0,Qatar,2016-01-05 20:58:42,0,247,21-30,Tuesday,January,20
59.88,26.0,46033.73,207.17,De-engineered tertiary secured line,East Kevinbury,1,Singapore,2016-06-21 14:32:32,0,248,21-30,Tuesday,June,14
54.43,37.0,61228.96,258.62,Cloned object-oriented benchmark,Westshire,0,Micronesia,2016-05-08 22:24:27,1,249,31-40,Sunday,May,22
41.73,31.0,61840.26,207.17,Sharable reciprocal project,West Angelabury,1,Slovenia,2016-06-16 02:01:24,0,250,31-40,Thursday,June,2
55.6,35.0,42993.48,221.18,Total cohesive moratorium,West Wendyland,1,Luxembourg,2016-01-26 02:47:17,1,251,31-40,Tuesday,January,2
41.73,28.0,71222.4,221.94,Phased hybrid superstructure,Westshire,0,Czech Republic,2016-05-06 21:07:31,1,252,21-30,Friday,May,21
41.73,28.0,67132.46,217.37,Cross-group non-volatile secured line,South Patrickfort,0,Gabon,2016-01-08 22:47:10,0,253,21-30,Friday,January,22
41.73,28.0,67301.39,217.37,Managed zero tolerance concept,West Joseph,1,Luxembourg,2016-02-14 10:06:49,1,254,21-30,Sunday,February,10
78.64,39.0,49282.87,258.62,Seamless cohesive conglomeration,Westshire,1,Belize,2016-02-09 07:21:25,1,255,31-40,Tuesday,February,7
62.26,32.0,70505.06,221.21,Profound maximized workforce,Lake Matthewland,0,Fiji,2016-05-24 13:30:38,1,256,31-40,Tuesday,May,13
51.24,36.0,61610.05,140.46,Reverse-engineered context-sensitive emulation,Elizabethport,0,Uganda,2016-02-03 07:59:16,1,257,31-40,Wednesday,February,7
52.84,26.0,56694.12,131.68,Optional secondary access,Shelbyport,0,Austria,2016-05-15 13:18:34,0,258,21-30,Sunday,May,13
78.64,41.0,50628.31,144.77,Managed zero tolerance concept,Jamesmouth,1,Ethiopia,2016-04-26 13:13:20,1,259,41-50,Tuesday,April,13
41.73,28.0,71222.4,217.37,Inverse local hub,Reyesfurt,0,Gabon,2016-06-30 00:19:33,0,260,21-30,Thursday,June,0
80.3,29.0,66504.16,173.43,Managed client-server access,South Cynthiashire,1,Australia,2016-01-05 16:26:44,1,261,21-30,Tuesday,January,16
71.03,39.0,38067.08,207.17,Intuitive exuding service-desk,New Michael,0,Zambia,2016-06-07 23:46:51,0,262,31-40,Tuesday,June,23
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-04-04 20:01:12,1,263,41-50,Monday,April,20
62.26,25.0,50671.6,138.71,Business-focused transitional solution,Hansenmouth,1,Georgia,2016-04-28 02:55:10,0,264,21-30,Thursday,April,2
51.24,36.0,76003.47,203.9,Decentralized attitude-oriented interface,New James,1,Belize,2016-01-03 16:01:40,1,265,31-40,Sunday,January,16
55.6,35.0,50506.44,214.42,Robust uniform framework,Shawstad,0,Saint Vincent and the Grenadines,2016-06-29 02:48:44,0,266,31-40,Wednesday,June,2
71.84,39.0,56180.93,165.52,Enterprise-wide tangible model,West Angelabury,1,American Samoa,2016-01-14 16:30:38,0,267,31-40,Thursday,January,16
71.28,36.0,29398.61,222.25,Virtual scalable secured line,Gonzalezburgh,0,Ukraine,2016-02-26 19:48:23,0,268,31-40,Friday,February,19
62.42,22.0,63363.04,245.89,Managed client-server access,Browntown,1,Guernsey,2016-04-09 16:31:15,0,269,21-30,Saturday,April,16
83.71,38.0,57868.44,130.83,Pre-emptive content-based frame,Stewartbury,1,Western Sahara,2016-04-22 02:07:01,1,270,31-40,Friday,April,2
71.28,54.0,37908.29,182.2,Virtual scalable secured line,West James,0,Cook Islands,2016-02-26 19:48:23,1,271,51-60,Friday,February,19
76.87,43.0,66873.9,198.45,Managed client-server access,Lake Deannaborough,1,Yemen,2016-06-17 09:38:22,0,272,41-50,Friday,June,9
68.88,42.0,59243.46,143.13,Robust logistical utilization,Hubbardmouth,1,United Kingdom,2016-04-06 11:24:21,1,273,41-50,Wednesday,April,11
76.06,39.0,37334.78,258.62,Cloned object-oriented benchmark,Westshire,0,Micronesia,2016-05-08 22:24:27,1,274,31-40,Sunday,May,22
51.24,36.0,59240.24,128.62,Automated object-oriented firmware,Hatfieldshire,0,Kazakhstan,2016-03-13 20:35:42,0,275,31-40,Sunday,March,20
43.6,35.0,51119.93,109.07,Future-proofed methodical protocol,Youngfort,1,Togo,2016-06-29 13:35:05,1,276,31-40,Wednesday,June,13
56.3,29.0,61172.07,216.49,Sharable reciprocal project,Chrismouth,1,Niger,2016-01-26 02:47:17,0,277,21-30,Tuesday,January,2
79.81,34.0,34191.23,168.34,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,2016-03-11 00:05:48,0,278,31-40,Friday,March,0
56.34,40.0,31265.75,232.78,Sharable reciprocal project,South Walter,1,Bolivia,2016-05-08 10:25:08,0,279,31-40,Sunday,May,10
46.14,26.0,56694.12,190.17,Versatile next generation pricing structure,West Brenda,0,Gabon,2016-02-15 16:52:04,0,280,21-30,Monday,February,16
34.78,30.0,66359.32,229.99,Operative stable moderator,Shelbyport,1,Puerto Rico,2016-01-20 19:09:37,0,281,21-30,Wednesday,January,19
73.49,26.0,53336.76,131.68,Persistent even-keeled application,Shelbyport,1,Mauritius,2016-03-11 06:49:10,0,282,21-30,Friday,March,6
55.55,39.0,48335.2,124.44,Intuitive exuding service-desk,Garciatown,0,Qatar,2016-01-03 07:13:53,0,283,31-40,Sunday,January,7
76.87,31.0,56180.93,207.17,Balanced empowering success,Laurieside,0,Singapore,2016-06-21 14:32:32,0,284,31-40,Tuesday,June,14
85.62,25.0,50506.44,140.46,Digitized content-based circuit,West Aprilport,0,Lao People's Democratic Republic,2016-01-03 07:13:53,0,285,21-30,Sunday,January,7
46.14,28.0,39799.73,217.37,Sharable reciprocal project,Reyesfurt,0,Gabon,2016-05-04 12:06:18,0,286,21-30,Wednesday,May,12
39.36,42.0,57868.44,120.75,Virtual 5thgeneration neural-net,Stewartbury,1,Czech Republic,2016-02-19 13:26:24,1,287,41-50,Friday,February,13
41.73,34.0,40763.13,160.03,Cloned explicit middleware,Randolphport,1,Saint Vincent and the Grenadines,2016-02-27 08:52:50,1,288,31-40,Saturday,February,8
41.73,31.0,42078.89,171.23,Sharable reciprocal project,Port Kathleenfort,0,Singapore,2016-06-21 14:32:32,0,289,31-40,Tuesday,June,14
52.84,23.0,25739.09,172.81,Phased clear-thinking encoding,Hubbardmouth,0,Czech Republic,2016-01-14 14:00:09,1,290,21-30,Thursday,January,14
63.45,31.0,61840.26,207.17,Sharable secondary Graphical User Interface,North Katie,1,Hong Kong,2016-01-16 17:56:05,0,291,31-40,Saturday,January,17
81.1,31.0,58235.21,207.17,Sharable reciprocal project,Lopezberg,1,American Samoa,2016-05-19 11:16:59,0,292,31-40,Thursday,May,11
65.77,34.0,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Jamaica,2016-04-27 04:28:17,1,293,31-40,Wednesday,April,4
43.49,37.0,75180.2,195.69,Managed client-server access,Sarafurt,1,Australia,2016-04-04 20:01:12,0,294,31-40,Monday,April,20
59.59,22.0,31215.88,121.07,Customizable modular Internet solution,Silvaton,0,United States of America,2016-07-03 04:11:40,0,295,21-30,Sunday,July,4
72.23,30.0,50671.6,244.91,De-engineered attitude-oriented projection,Danielview,1,Guinea,2016-04-27 04:28:17,0,296,21-30,Wednesday,April,4
46.61,55.0,58633.63,187.76,Function-based context-sensitive secured line,Gilbertville,0,Tonga,2016-04-21 09:30:35,1,297,51-60,Thursday,April,9
72.97,25.0,50671.6,241.03,Pre-emptive next generation Internet solution,Lake Rhondaburgh,1,Georgia,2016-03-18 13:00:12,0,298,21-30,Friday,March,13
60.23,44.0,60575.99,139.34,Focused coherent success,Wilcoxport,1,Northern Mariana Islands,2016-04-03 21:13:46,0,299,41-50,Sunday,April,21
80.51,55.0,55015.08,157.04,Decentralized client-driven data-warehouse,East Graceland,0,Tonga,2016-04-21 09:30:35,1,300,51-60,Thursday,April,9
39.36,44.0,66025.11,231.48,Monitored context-sensitive initiative,Hubbardmouth,1,Czech Republic,2016-05-19 11:16:59,0,301,41-50,Thursday,May,11
36.08,35.0,54324.73,167.42,De-engineered attitude-oriented projection,West Samantha,0,Qatar,2016-01-05 20:58:42,0,302,31-40,Tuesday,January,20
76.2,33.0,47929.83,178.69,Adaptive contextually-based methodology,New Taylorburgh,1,Indonesia,2016-02-09 05:28:18,0,303,31-40,Tuesday,February,5
40.47,35.0,42696.67,168.41,Stand-alone empowering benchmark,Williamport,1,Hong Kong,2016-03-14 23:13:11,0,304,31-40,Monday,March,23
56.39,40.0,73882.91,167.22,Extended systemic policy,Garciatown,0,Qatar,2016-01-03 07:13:53,0,305,31-40,Sunday,January,7
85.62,25.0,50506.44,241.03,Pre-emptive next generation Internet solution,Hansenmouth,1,Georgia,2016-04-28 02:55:10,0,306,21-30,Thursday,April,2
42.04,52.0,73049.3,230.18,Horizontal client-server database,Lisafort,1,Cuba,2016-01-18 02:51:13,0,307,51-60,Monday,January,2
59.22,40.0,73882.91,133.2,Upgradable asymmetric emulation,Davidstad,1,Samoa,2016-03-09 14:57:11,0,308,31-40,Wednesday,March,14
36.73,31.0,59677.64,207.17,Sharable reciprocal project,Wintersfort,1,Switzerland,2016-06-16 02:01:24,0,309,31-40,Thursday,June,2
48.46,25.0,50506.44,241.03,Optional multi-state hardware,West Aprilport,0,Grenada,2016-01-03 07:13:53,0,310,21-30,Sunday,January,7
80.99,26.0,68030.18,154.74,Extended systemic policy,Whiteport,1,Saint Lucia,2016-03-18 13:00:12,0,311,21-30,Friday,March,13
80.3,29.0,69718.19,153.76,Balanced executive definition,Mullenside,0,Burundi,2016-03-26 19:54:16,0,312,21-30,Saturday,March,19
85.62,25.0,50506.44,202.18,Customizable multi-tasking website,West Aprilport,0,Qatar,2016-01-03 07:13:53,0,313,21-30,Sunday,January,7
89.0,51.0,74535.94,188.56,Extended context-sensitive monitoring,New Thomas,1,Vanuatu,2016-03-06 11:36:06,1,314,51-60,Sunday,March,11
51.24,54.0,38609.2,182.2,Virtual scalable secured line,West James,0,South Africa,2016-03-31 20:55:22,0,315,51-60,Thursday,March,20
44.78,26.0,56694.12,190.17,Intuitive explicit firmware,East Kevinbury,0,Bangladesh,2016-01-23 04:47:37,1,316,21-30,Saturday,January,4
43.49,31.0,59677.64,207.17,Customizable zero-defect Internet solution,Melissastad,1,Hong Kong,2016-07-09 11:18:02,0,317,31-40,Saturday,July,11
78.7,33.0,57868.44,178.75,Cross-platform 4thgeneration focus group,Hobbsbury,0,Hungary,2016-05-28 12:38:37,1,318,31-40,Saturday,May,12
52.68,32.0,70505.06,172.83,Focused upward-trending core,Lisafort,0,Chile,2016-04-28 22:54:37,0,319,31-40,Thursday,April,22
64.75,31.0,56180.93,135.18,Automated mobile model,Laurieside,0,Timor-Leste,2016-01-03 07:13:53,0,320,31-40,Sunday,January,7
71.14,31.0,51739.63,207.17,De-engineered tertiary secured line,West Angelabury,1,Hong Kong,2016-06-02 21:02:22,0,321,31-40,Thursday,June,21
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,0,Algeria,2016-02-25 16:33:24,0,322,21-30,Thursday,February,16
43.67,26.0,53336.76,259.76,Business-focused real-time toolset,West Aprilport,0,United Arab Emirates,2016-03-08 18:00:43,0,323,21-30,Tuesday,March,18
40.04,42.0,60514.05,238.58,Innovative interactive portal,West Amanda,0,Costa Rica,2016-05-19 14:30:17,1,324,41-50,Thursday,May,14
55.6,35.0,42993.48,236.87,Robust uniform framework,Karenmouth,0,Mayotte,2016-04-07 15:18:10,1,325,31-40,Thursday,April,15
65.65,30.0,57877.15,198.72,Versatile dedicated software,Lisafort,0,Qatar,2016-06-29 10:50:45,0,326,21-30,Wednesday,June,10
65.65,41.0,49850.52,219.94,De-engineered attitude-oriented projection,Bradleyside,0,Qatar,2016-01-05 20:58:42,0,327,41-50,Tuesday,January,20
80.3,49.0,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,2016-04-04 20:01:12,1,328,41-50,Monday,April,20
80.31,45.0,32252.38,207.17,Sharable reciprocal project,Lake Brian,0,Bouvet Island (Bouvetoya),2016-02-26 22:46:43,0,329,41-50,Friday,February,22
60.23,44.0,65883.39,139.34,Focused coherent success,Boyerberg,1,Cote d'Ivoire,2016-01-30 16:15:29,0,330,41-50,Saturday,January,16
79.54,41.0,57846.68,227.63,Synergistic reciprocal attitude,Michaelmouth,1,Turkey,2016-05-31 23:42:26,1,331,41-50,Tuesday,May,23
82.07,38.0,57868.44,122.04,Universal 24/7 implementation,Stewartbury,1,Finland,2016-01-05 20:58:42,0,332,31-40,Tuesday,January,20
79.52,41.0,57846.68,126.39,Distributed maximized ability,Palmerside,0,Micronesia,2016-02-16 12:05:45,1,333,41-50,Tuesday,February,12
55.6,39.0,35253.98,230.52,Intuitive exuding service-desk,Westshire,0,Costa Rica,2016-05-08 22:24:27,1,334,31-40,Sunday,May,22
78.64,32.0,69481.85,230.18,Total cohesive moratorium,North Daniel,1,Saudi Arabia,2016-06-09 21:43:05,1,335,31-40,Thursday,June,21
43.6,35.0,55121.65,204.79,Cloned dedicated analyzer,East Connie,1,American Samoa,2016-07-09 11:18:02,0,336,31-40,Saturday,July,11
